,gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
26,XOR,1,3,27,[50],0.01,0.001,2,,0.0,0.001,0.0
27,XOR,1,3,28,[17],0.01,0.001,2,,0.0,0.001,0.0
28,XOR,1,3,29,[24],0.01,0.001,2,,0.0,0.001,0.0
29,XOR,1,3,30,[11],0.01,0.001,2,,0.0,0.001,0.0
30,XOR,1,3,31,[32],0.01,0.001,2,,0.0,0.001,0.0
31,XOR,1,3,32,[85],0.01,0.001,2,,0.0,0.001,0.0
32,XOR,1,3,33,[20],0.01,0.001,2,,0.0,0.001,0.0
33,XOR,1,3,35,[44],0.01,0.001,2,,0.0,0.001,0.0
34,XOR,1,3,36,[80],0.01,0.001,2,,0.0,0.001,0.0
35,XOR,1,3,37,[3],0.01,0.001,2,,0.0,0.001,0.0
36,XOR,1,3,38,[15],0.01,0.001,2,,0.0,0.001,0.0
37,XOR,1,3,39,[32],0.01,0.001,2,,0.0,0.001,0.0
38,XOR,1,3,40,[40],0.01,0.001,2,,0.0,0.001,0.0
39,XOR,1,3,42,[18],0.01,0.001,2,,0.0,0.001,0.0
40,XOR,1,3,43,[34],0.01,0.001,2,,0.0,0.001,0.0
41,XOR,1,3,44,[66],0.01,0.001,2,,0.0,0.001,0.0
42,XOR,1,3,45,[52],0.01,0.001,2,,0.0,0.001,0.0
43,XOR,1,3,46,[52],0.01,0.001,2,,0.0,0.001,0.0
44,XOR,1,3,47,[45],0.01,0.001,2,,0.0,0.001,0.0
45,XOR,1,3,48,[20],0.01,0.001,2,,0.0,0.001,0.0
46,XOR,1,3,49,[52],0.01,0.001,2,,0.0,0.001,0.0
47,XOR,1,3,50,[85],0.01,0.001,2,,0.0,0.001,0.0
48,XOR,1,3,51,[103],0.01,0.001,2,,0.0,0.001,0.0
49,XOR,1,3,52,[45],0.01,0.001,2,,0.0,0.001,0.0
50,XOR,1,3,53,[44],0.01,0.001,2,,0.0,0.001,0.0
51,XOR,1,3,54,[52],0.01,0.001,2,,0.0,0.001,0.0
52,XOR,1,3,55,[82],0.01,0.001,2,,0.0,0.001,0.0
53,XOR,1,3,56,[26],0.01,0.001,2,,0.0,0.001,0.0
54,XOR,1,3,57,[61],0.01,0.001,2,,0.0,0.001,0.0
55,XOR,1,3,58,[85],0.01,0.001,2,,0.0,0.001,0.0
56,XOR,1,3,59,[35],0.01,0.001,2,,0.0,0.001,0.0
57,XOR,1,3,60,[64],0.01,0.001,2,,0.0,0.001,0.0
58,XOR,1,3,61,[85],0.01,0.001,2,,0.0,0.001,0.0
59,XOR,1,3,62,[23],0.01,0.001,2,,0.0,0.001,0.0
60,XOR,1,3,63,[62],0.01,0.001,2,,0.0,0.001,0.0
61,XOR,1,3,64,[85],0.01,0.001,2,,0.0,0.001,0.0
62,XOR,1,3,65,[85],0.01,0.001,2,,0.0,0.001,0.0
63,XOR,1,3,66,[34],0.01,0.001,2,,0.0,0.001,0.0
64,XOR,1,3,67,[85],0.01,0.001,2,,0.0,0.001,0.0
65,XOR,1,3,68,[107],0.01,0.001,2,,0.0,0.001,0.0
66,XOR,1,3,69,[20],0.01,0.001,2,,0.0,0.001,0.0
67,XOR,1,3,70,[76],0.01,0.001,2,,0.0,0.001,0.0
68,XOR,1,3,71,[119],0.01,0.001,2,,0.0,0.001,0.0
69,XOR,1,3,72,[55],0.01,0.001,2,,0.0,0.001,0.0
70,XOR,1,3,73,[26],0.01,0.001,2,,0.0,0.001,0.0
71,XOR,1,3,74,[65],0.01,0.001,2,,0.0,0.001,0.0
72,XOR,1,3,75,[167],0.01,0.001,2,,0.0,0.001,0.0
73,XOR,1,3,76,[26],0.01,0.001,2,,0.0,0.001,0.0
74,XOR,1,3,77,[35],0.01,0.001,2,,0.0,0.001,0.0
75,XOR,1,3,78,[45],0.01,0.001,2,,0.0,0.001,0.0
76,XOR,1,3,79,[21],0.01,0.001,2,,0.0,0.001,0.0
77,XOR,1,3,80,[13],0.01,0.001,2,,0.0,0.001,0.0
78,XOR,1,3,81,[80],0.01,0.001,2,,0.0,0.001,0.0
79,XOR,1,3,82,[52],0.01,0.001,2,,0.0,0.001,0.0
80,XOR,1,3,83,[85],0.01,0.001,2,,0.0,0.001,0.0
81,XOR,1,3,84,[61],0.01,0.001,2,,0.0,0.001,0.0
82,XOR,1,3,86,[49],0.01,0.001,2,,0.0,0.001,0.0
83,XOR,1,3,87,[63],0.01,0.001,2,,0.0,0.001,0.0
84,XOR,1,3,88,[60],0.01,0.001,2,,0.0,0.001,0.0
85,XOR,1,3,89,[59],0.01,0.001,2,,0.0,0.001,0.0
86,XOR,1,3,90,[26],0.01,0.001,2,,0.0,0.001,0.0
87,XOR,1,3,91,[15],0.01,0.001,2,,0.0,0.001,0.0
88,XOR,1,3,92,[167],0.01,0.001,2,,0.0,0.001,0.0
89,XOR,1,3,93,[21],0.01,0.001,2,,0.0,0.001,0.0
90,XOR,1,3,94,[52],0.01,0.001,2,,0.0,0.001,0.0
91,XOR,1,3,95,[78],0.01,0.001,2,,0.0,0.001,0.0
92,XOR,1,3,96,[92],0.01,0.001,2,,0.0,0.001,0.0
93,XOR,1,3,97,[40],0.01,0.001,2,,0.0,0.001,0.0
94,XOR,1,3,98,[15],0.01,0.001,2,,0.0,0.001,0.0
95,XOR,1,3,99,[13],0.01,0.001,2,,0.0,0.001,0.0
