gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
XOR,1,3,0,[40],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,1,[85],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,2,[52],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,3,[114],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,4,[16],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,5,[32],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,6,[19],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,7,[72],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,8,[72],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,9,[8],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,10,[85],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,11,[45],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,12,[65],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,14,[26],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,16,[44],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,17,[85],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,18,[64],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,19,[26],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,21,[52],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,22,[64],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,23,[167],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,25,[85],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,28,[32],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,29,[24],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,30,[11],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,31,[51],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,32,[52],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,33,[24],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,36,[70],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,37,[8],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,39,[27],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,40,[85],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,41,[39],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,42,[12],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,43,[22],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,44,[60],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,45,[52],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,46,[52],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,48,[24],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,49,[32],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,50,[39],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,51,[32],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,52,[45],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,53,[24],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,54,[52],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,55,[0],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,56,[174],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,57,[47],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,58,[167],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,59,[39],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,60,[32],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,61,[85],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,62,[17],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,63,[152],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,64,[59],0.01,0.001,2,,0.0005,0.0,0.0
XOR,1,3,65,[85],0.01,0.001,2,,0.0005,0.0,0.0
