gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
XOR,1,3,0,[15],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,1,[85],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,2,[72],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,3,[114],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,4,[52],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,5,[27],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,6,[14],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,7,[61],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,8,[35],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,9,[13],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,10,[37],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,11,[83],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,12,[16],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,13,[15],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,14,[26],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,15,[79],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,16,[44],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,17,[167],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,18,[50],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,19,[91],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,20,[66],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,21,[24],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,22,[68],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,23,[26],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,24,[79],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,25,[72],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,26,[85],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,27,[30],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,28,[33],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,29,[18],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,30,[9],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,31,[60],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,32,[103],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,33,[8],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,34,[85],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,35,[55],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,36,[60],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,37,[29],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,38,[27],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,39,[23],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,40,[22],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,41,[52],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,42,[12],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,43,[35],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,44,[58],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,45,[52],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,46,[52],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,47,[129],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,48,[20],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,49,[167],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,50,[19],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,51,[124],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,52,[45],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,53,[85],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,54,[52],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,55,[35],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,56,[1],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,57,[59],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,58,[119],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,59,[40],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,60,[22],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,61,[85],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,62,[45],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,63,[92],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,64,[45],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,65,[85],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,66,[34],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,67,[79],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,68,[99],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,69,[96],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,70,[107],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,71,[22],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,72,[85],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,73,[6],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,74,[30],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,75,[87],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,76,[50],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,77,[42],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,78,[45],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,79,[8],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,80,[16],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,81,[83],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,82,[52],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,83,[13],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,84,[45],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,85,[47],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,86,[85],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,87,[52],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,88,[26],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,89,[43],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,90,[12],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,91,[2],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,92,[167],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,93,[26],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,94,[52],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,95,[167],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,96,[63],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,97,[40],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,98,[13],0.01,0.001,2,,0.0,0.0001,0.0
XOR,1,3,99,[22],0.01,0.001,2,,0.0,0.0001,0.0
