gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
XOR,1,3,46,[52],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,47,[45],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,48,[20],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,49,[29],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,50,[85],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,51,[107],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,52,[45],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,53,[55],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,54,[52],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,55,[80],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,56,[26],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,57,[61],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,58,[85],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,59,[36],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,60,[67],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,61,[85],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,62,[22],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,63,[85],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,64,[33],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,65,[85],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,66,[32],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,67,[85],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,68,[107],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,69,[20],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,70,[76],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,71,[74],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,72,[55],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,73,[167],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,74,[65],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,75,[167],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,76,[26],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,77,[35],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,78,[45],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,79,[25],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,80,[13],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,81,[80],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,82,[52],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,83,[85],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,84,[61],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,86,[49],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,87,[63],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,88,[60],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,89,[35],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,90,[26],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,91,[13],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,92,[167],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,93,[21],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,94,[52],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,95,[78],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,96,[80],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,97,[30],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,98,[15],0.01,0.001,2,,0.0,0.001,0.0
XOR,1,3,99,[13],0.01,0.001,2,,0.0,0.001,0.0
