gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
XOR,1,3,32,[99],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,33,[26],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,34,[40],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,35,[55],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,36,[40],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,37,[29],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,38,[72],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,39,[24],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,40,[16],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,41,[52],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,42,[12],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,43,[35],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,44,[60],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,45,[52],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,46,[52],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,47,[33],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,48,[14],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,49,[52],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,50,[120],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,52,[45],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,53,[74],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,54,[52],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,55,[27],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,56,[5],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,57,[66],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,58,[129],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,59,[45],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,61,[85],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,62,[45],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,63,[34],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,64,[24],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,65,[85],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,66,[35],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,67,[57],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,68,[66],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,69,[89],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,70,[154],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,71,[24],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,72,[75],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,73,[52],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,74,[30],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,75,[87],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,77,[42],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,78,[45],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,79,[8],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,80,[13],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,81,[80],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,82,[52],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,84,[45],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,85,[37],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,86,[85],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,87,[50],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,88,[26],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,89,[44],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,90,[14],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,91,[38],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,92,[167],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,93,[27],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,94,[30],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,95,[167],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,96,[75],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,97,[27],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,98,[12],0.01,0.001,2,,0.0,0.0,0.0
XOR,1,3,99,[22],0.01,0.001,2,,0.0,0.0,0.0
