epoch,circuit_counts,avg_sparsities,total_circuits,train_loss,val_loss,l1_lambda,l2_lambda,dropout_rate
1,[0],[0.0],0,0.41513649597764013,0.41495656967163086,0.001,0.0,0.0
2,[0],[0.0],0,0.3516475185751915,0.3472801148891449,0.001,0.0,0.0
3,[0],[0.0],0,0.3033268257975578,0.298603355884552,0.001,0.0,0.0
4,[0],[0.0],0,0.27580505833029745,0.27285248041152954,0.001,0.0,0.0
5,[0],[0.0],0,0.2621071469038725,0.25839364528656006,0.001,0.0,0.0
6,[0],[0.0],0,0.2534041080623865,0.24721427261829376,0.001,0.0,0.0
7,[0],[0.0],0,0.24524525329470634,0.2373608648777008,0.001,0.0,0.0
8,[0],[0.0],0,0.23475512601435183,0.22174344956874847,0.001,0.0,0.0
9,[52],[np.float64(0.17948717948717943)],52,0.21756894402205945,0.20263409614562988,0.001,0.0,0.0
10,[26],[np.float64(0.1794871794871795)],26,0.19770518615841864,0.18081079423427582,0.001,0.0,0.0
11,[26],[np.float64(0.1794871794871795)],26,0.17479019649326802,0.15579886734485626,0.001,0.0,0.0
12,[26],[np.float64(0.1794871794871795)],26,0.14870769083499907,0.12840372323989868,0.001,0.0,0.0
13,[26],[np.float64(0.1794871794871795)],26,0.1204744067043066,0.09925533831119537,0.001,0.0,0.0
14,[26],[np.float64(0.1794871794871795)],26,0.09175405912101268,0.07110189646482468,0.001,0.0,0.0
15,[52],[np.float64(0.17948717948717943)],52,0.06559565998613834,0.047250162810087204,0.001,0.0,0.0
16,[52],[np.float64(0.17948717948717943)],52,0.046630199532955885,0.030404800549149513,0.001,0.0,0.0
17,[52],[np.float64(0.17948717948717943)],52,0.03346824902109802,0.018678179010748863,0.001,0.0,0.0
18,[52],[np.float64(0.17948717948717943)],52,0.024631423084065317,0.01172677893191576,0.001,0.0,0.0
19,[52],[np.float64(0.17948717948717943)],52,0.01970271049067378,0.008120659738779068,0.001,0.0,0.0
20,[52],[np.float64(0.17948717948717943)],52,0.016816402296535672,0.005919286515563726,0.001,0.0,0.0
21,[52],[np.float64(0.17948717948717943)],52,0.014772486640140414,0.004342763219028711,0.001,0.0,0.0
22,[52],[np.float64(0.17948717948717943)],52,0.013261284190230071,0.0031600294169038534,0.001,0.0,0.0
23,[52],[np.float64(0.17948717948717943)],52,0.012135700834915043,0.0022752077784389257,0.001,0.0,0.0
24,[52],[np.float64(0.17948717948717943)],52,0.011297773290425538,0.0016326047480106354,0.001,0.0,0.0
25,[52],[np.float64(0.17948717948717943)],52,0.010684869345277547,0.0011563267325982451,0.001,0.0,0.0
26,[52],[np.float64(0.17948717948717943)],52,0.010242528584785759,0.0008145971223711967,0.001,0.0,0.0
27,[52],[np.float64(0.17948717948717943)],52,0.00992260838393122,0.0005756955943070352,0.001,0.0,0.0
