epoch,circuit_counts,avg_sparsities,total_circuits,train_loss,val_loss,l1_lambda,l2_lambda,dropout_rate
1,[0],[0.0],0,0.2561188664287329,0.25414636731147766,0.0,0.0,0.0
2,[0],[0.0],0,0.24277511946856975,0.24073410034179688,0.0,0.0,0.0
3,[0],[0.0],0,0.23449531011283398,0.23108318448066711,0.0,0.0,0.0
4,[0],[0.0],0,0.2256438210606575,0.22310791909694672,0.0,0.0,0.0
5,[0],[0.0],0,0.2162438314408064,0.21418245136737823,0.0,0.0,0.0
6,[0],[0.0],0,0.20577641539275646,0.20451156795024872,0.0,0.0,0.0
7,[0],[0.0],0,0.19473052881658076,0.19553367793560028,0.0,0.0,0.0
8,[0],[0.0],0,0.1843745619058609,0.188052237033844,0.0,0.0,0.0
9,[0],[0.0],0,0.17566931433975697,0.18319067358970642,0.0,0.0,0.0
10,[0],[0.0],0,0.16949735395610332,0.18020732700824738,0.0,0.0,0.0
11,[0],[0.0],0,0.16592350527644156,0.17970284819602966,0.0,0.0,0.0
12,[0],[0.0],0,0.16401446387171745,0.1795918047428131,0.0,0.0,0.0
13,[0],[0.0],0,0.1631704431027174,0.18028013408184052,0.0,0.0,0.0
14,[0],[0.0],0,0.1628870740532875,0.18074996769428253,0.0,0.0,0.0
15,[0],[0.0],0,0.16218907646834851,0.17412090301513672,0.0,0.0,0.0
16,[39],[np.float64(0.17948717948717954)],39,0.1355402460321784,0.11436133831739426,0.0,0.0,0.0
17,[111],[np.float64(0.18618618618618624)],111,0.07495648814365267,0.04603606462478638,0.0,0.0,0.0
18,[85],[np.float64(0.18823529411764703)],85,0.028239112021401523,0.01533909048885107,0.0,0.0,0.0
19,[85],[np.float64(0.18823529411764703)],85,0.01158397390972823,0.007072973530739546,0.0,0.0,0.0
20,[85],[np.float64(0.18823529411764703)],85,0.005573677772190422,0.003349846228957176,0.0,0.0,0.0
