gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
XOR,1,3,45,[45],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,46,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,48,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,49,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,50,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,51,[32],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,52,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,53,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,54,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,55,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,56,[26],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,57,[39],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,59,[78],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,60,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,61,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,62,[16],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,63,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,64,[60],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,65,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,66,[76],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,67,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,68,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,69,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,71,[78],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,72,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,73,[30],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,74,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,75,[167],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,76,[13],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,77,[63],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,78,[45],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,81,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,82,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,83,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,84,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,86,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,87,[26],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,88,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,89,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,90,[167],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,91,[26],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,92,[167],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,93,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,94,[52],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,96,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,97,[26],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,98,[85],0.01,0.001,2,,0.001,0.0,0.0
XOR,1,3,99,[26],0.01,0.001,2,,0.001,0.0,0.0
